Date	Level_of_Agent	Team	Source_of_Ticket	Avg_occupancy_per_agent_(hours)	Ticket_Volume	Avg_time_spent_(seconds)	Number_of_Agents 	Avg._Customer_Satisfaction_Rating	First_Response_time_75%_percentile_(minutes)
1/5/2017	Agent_Level_1	Bills	Chat	3.44198832270731	1871	178.836207339819	27	4.04211893634884	9.25783082004877
1/5/2017	Agent_Level_1	Bills	Email	2.11630259100355	1763	116.667264069054	27	3.8905781700524	2403.50096272262
1/5/2017	Agent_Level_1	Bills	Phone	0.680139373440987	548	120.598095795784	27	3.80201433036378	1.89146713052411
1/5/2017	Agent_Level_2	Bills	Chat	4.18220941897438	1339	202.337498386773	18	4.48265625835044	9.20580756287422
1/5/2017	Agent_Level_2	Bills	Email	2.14431556948309	1128	123.152474787854	18	4.41929052111425	2410.461538119
1/5/2017	Agent_Level_2	Bills	Phone	0.47910492050936	277	112.242254319021	18	4.03350080126695	2.29537524944102
1/5/2017	Agent_Level_3	Bills	Chat	0.3695410461719	37	178.331368591587	5	4.58828672475056	8.56413902013226
1/5/2017	Agent_Level_3	Bills	Email	2.03806631787129	311	117.958868710963	5	4.54364208207107	2517.64432234888
1/5/2017	Agent_Level_3	Bills	Phone	0	0	112.253604367771	5	4.76188456867895	1.21911462696868
1/5/2017	Agent_Level_1	Chargeback	Chat	1.15	178	186.3	8	3.37	14.17
1/5/2017	Agent_Level_1	Chargeback	Email	2.79	457	175.5	8	2.42	1293.96
1/5/2017	Agent_Level_1	Chargeback	Phone	1.37	352	112.0	8	2.90	2.30
1/5/2017	Agent_Level_2	Chargeback	Chat	3.13	277	203.0	5	2.59	15.09
1/5/2017	Agent_Level_2	Chargeback	Email	2.86	317	162.9	5	2.84	1205.15
1/5/2017	Agent_Level_2	Chargeback	Phone	1.28	202	114.7	5	3.85	1.63
1/5/2017	Agent_Level_3	Chargeback	Chat	0.61	12	181.8	1	3.93	14.52
1/5/2017	Agent_Level_3	Chargeback	Email	2.37	49	172.7	1	3.84	1259.88
1/5/2017	Agent_Level_3	Chargeback	Phone	1.09	35	110.9	1	3.25	2.68
1/5/2017	Agent_Level_1	Collections	Chat	1.98477471360874	874	187.992006522408	23	4.80546884199252	8.86971215971454
1/5/2017	Agent_Level_1	Collections	Email	1.12372082876058	571	163.016512279488	23	2.99797876013235	935.54604424645
1/5/2017	Agent_Level_1	Collections	Phone	3.8950885278842	2882	111.898282767648	23	4.47364388826852	1.01355613643535
1/5/2017	Agent_Level_2	Collections	Chat	2.32565627062246	980	187.924019663738	22	4.86793979926899	7.07313452679477
1/5/2017	Agent_Level_2	Collections	Email	1.53478233704176	713	170.422939758721	22	3.4058918988611	953.540563286302
1/5/2017	Agent_Level_2	Collections	Phone	4.09960859326394	2929	110.867390344092	22	3.82764646644356	1.30910458599323
1/5/2017	Agent_Level_3	Collections	Chat	1.17113267507651	198	170.653692071541	8	4.74191123904897	7.06381527547549
1/5/2017	Agent_Level_3	Collections	Email	1.6983256193299	307	159.484489312704	8	3.63747050488237	945.27673786399
1/5/2017	Agent_Level_3	Collections	Phone	1.54365808813601	390	114.09764691282	8	4.65390778706815	1.18866986484707
1/5/2017	Agent_Level_1	Others	Chat	3.38911637976472	2074	176.514123056973	30	2.18618257772415	9.51277600051919
1/5/2017	Agent_Level_1	Others	Email	2.01966230012216	1420	153.614256626655	30	3.15048643011683	1401.86125978866
1/5/2017	Agent_Level_1	Others	Phone	0.963516335334401	895	116.298263311134	30	2.89476961639864	4.02562713250787
1/5/2017	Agent_Level_2	Others	Chat	3.60969885884068	1287	201.905429787213	20	2.46582818713805	10.9788245481809
1/5/2017	Agent_Level_2	Others	Email	2.27160873980979	998	163.804446480979	20	4.72079341048797	1450.38835330001
1/5/2017	Agent_Level_2	Others	Phone	0.772363538174887	491	113.322866601224	20	4.7794651030763	5.09023934317245
1/5/2017	Agent_Level_3	Others	Chat	2.33777711189707	223	189.070382862716	5	2.22661978354583	10.1766333688124
1/5/2017	Agent_Level_3	Others	Email	2.34452750127801	269	156.857098081628	5	4.4399273454843	1412.05073234717
1/5/2017	Agent_Level_3	Others	Phone	1.85425891945875	297	112.553755864997	5	3.92477127708675	4.69256975944936
2/5/2017	Agent_Level_1	Bills	Chat	4.28039395614569	2140	194.384114332895	27	4.1965258199577	10.4093251299962
2/5/2017	Agent_Level_1	Bills	Email	1.62144800398153	1273	123.789078446335	27	3.11369747033017	2484.7369038425
2/5/2017	Agent_Level_1	Bills	Phone	0.62511552585159	493	123.149598196933	27	3.54151369259739	1.18518900582154
2/5/2017	Agent_Level_2	Bills	Chat	4.00045220569583	1202	215.732058746643	18	4.33459538528607	9.14422468688504
2/5/2017	Agent_Level_2	Bills	Email	0.467453987848951	246	123.230399309512	18	4.66695656100998	2439.68879249357
2/5/2017	Agent_Level_2	Bills	Phone	0.606307508422276	352	111.5507277716	18	4.18216926092333	1.67978791380718
2/5/2017	Agent_Level_3	Bills	Chat	0.226354686871811	21	190.867379951457	5	4.41091431166025	8.73560417014873
2/5/2017	Agent_Level_3	Bills	Email	2.27311613683004	335	121.999004897729	5	4.76726228858215	2403.56567867219
2/5/2017	Agent_Level_3	Bills	Phone	0	0	125.644604226354	5	4.93390199620176	1.57116601959319
2/5/2017	Agent_Level_1	Chargeback	Chat	1.75	274	184.1	8	3.28	15.01
2/5/2017	Agent_Level_1	Chargeback	Email	2.95	511	166.0	8	2.54	1317.50
2/5/2017	Agent_Level_1	Chargeback	Phone	1.15	280	118.0	8	2.38	1.98
2/5/2017	Agent_Level_2	Chargeback	Chat	3.00	315	171.3	5	3.32	15.27
2/5/2017	Agent_Level_2	Chargeback	Email	3.24	343	170.0	5	2.32	1299.65
2/5/2017	Agent_Level_2	Chargeback	Phone	0.79	126	113.0	5	2.41	2.26
2/5/2017	Agent_Level_3	Chargeback	Chat	1.20	23	189.5	1	3.21	14.48
2/5/2017	Agent_Level_3	Chargeback	Email	2.46	51	172.8	1	3.36	1256.54
2/5/2017	Agent_Level_3	Chargeback	Phone	1.42	46	112.4	1	3.69	1.41
2/5/2017	Agent_Level_1	Collections	Chat	2.19247159934251	1022	177.597117266749	23	3.92081750444331	7.63216808056112
2/5/2017	Agent_Level_1	Collections	Email	1.75610897692797	924	157.368520063278	23	2.36135368429435	987.478054865456
2/5/2017	Agent_Level_1	Collections	Phone	3.77689130891732	2724	114.792172178289	23	4.87186777362679	1.14012940320026
2/5/2017	Agent_Level_2	Collections	Chat	1.76191021446741	684	203.987532970616	22	3.56368594332502	7.59156806663049
2/5/2017	Agent_Level_2	Collections	Email	1.52493666027205	738	163.613498552226	22	3.7309896120611	986.965582698283
2/5/2017	Agent_Level_2	Collections	Phone	4.23444949949814	2953	113.562510318972	22	4.2161604409537	1.30958407152228
2/5/2017	Agent_Level_3	Collections	Chat	1.69058358058087	252	193.579012723919	8	4.47685105760291	7.53199622903513
2/5/2017	Agent_Level_3	Collections	Email	1.56617660215824	276	163.709326280127	8	3.84974222354203	967.460696142826
2/5/2017	Agent_Level_3	Collections	Phone	1.74795466883998	441	114.28104612451	8	4.58709600531719	2.60655196985984
2/5/2017	Agent_Level_1	Others	Chat	2.62227387559413	1625	174.282629398318	30	3.25791131678479	10.195698963837
2/5/2017	Agent_Level_1	Others	Email	2.49143192892122	1511	178.068338947749	30	4.10971643264829	1483.31775384078
2/5/2017	Agent_Level_1	Others	Phone	0.732934386891166	686	115.462747090691	30	4.4248916444787	4.23075020368911
2/5/2017	Agent_Level_2	Others	Chat	3.08466650717917	1151	192.903912664116	20	3.0644892791882	9.86570077608259
2/5/2017	Agent_Level_2	Others	Email	2.26230288232828	977	166.767333942705	20	4.33263224851055	1437.78328822717
2/5/2017	Agent_Level_2	Others	Phone	1.24816563676767	797	112.756682627406	20	4.22691663034768	5.32354302878147
2/5/2017	Agent_Level_3	Others	Chat	2.26729342579603	227	179.582047107296	5	3.93040740765928	10.9462599873178
2/5/2017	Agent_Level_3	Others	Email	2.18585115068978	230	170.718183863871	5	4.95426592944847	1453.91172339959
2/5/2017	Agent_Level_3	Others	Phone	1.25664313391665	199	113.650557867944	5	4.27782440408165	4.85004102096833
3/5/2017	Agent_Level_1	Bills	Chat	3.19136371060318	1497	207.24373845765	27	3.92483584737914	10.936582960565
3/5/2017	Agent_Level_1	Bills	Email	1.9089666595124	1642	112.983922573359	27	2.50770775896733	2509.43417543445
3/5/2017	Agent_Level_1	Bills	Phone	0.544709833326674	429	123.369432189087	27	4.13926587938554	1.80802660474581
3/5/2017	Agent_Level_2	Bills	Chat	3.63337492580727	1195	197.036258766549	18	4.06548468670013	9.5216515713978
3/5/2017	Agent_Level_2	Bills	Email	2.02827160433247	1037	126.773992334978	18	4.43095550501709	2456.50913603255
3/5/2017	Agent_Level_2	Bills	Phone	0.346426178900963	204	110.171490737137	18	4.02245356848607	2.12847434255253
3/5/2017	Agent_Level_3	Bills	Chat	1.47198923373778	137	193.43192220144	5	4.06879694476012	9.11323392885882
3/5/2017	Agent_Level_3	Bills	Email	0.8776486784193	142	111.455696761172	5	4.48999973807858	2488.08485856356
3/5/2017	Agent_Level_3	Bills	Phone	0	0	128.890957005153	5	4.5648644555784	1.61253974452297
3/5/2017	Agent_Level_1	Chargeback	Chat	1.72	243	204.5	8	3.21	14.60
3/5/2017	Agent_Level_1	Chargeback	Email	3.22	532	174.4	8	2.23	1265.00
3/5/2017	Agent_Level_1	Chargeback	Phone	1.16	296	112.7	8	2.39	1.08
3/5/2017	Agent_Level_2	Chargeback	Chat	4.09	338	217.5	5	2.25	14.61
3/5/2017	Agent_Level_2	Chargeback	Email	3.22	379	153.1	5	2.42	1252.43
3/5/2017	Agent_Level_2	Chargeback	Phone	1.66	265	112.8	5	2.78	2.77
3/5/2017	Agent_Level_3	Chargeback	Chat	1.12	19	215.8	1	3.92	14.36
3/5/2017	Agent_Level_3	Chargeback	Email	2.06	49	152.5	1	3.63	1285.22
3/5/2017	Agent_Level_3	Chargeback	Phone	1.65	54	110.2	1	3.69	2.66
3/5/2017	Agent_Level_1	Collections	Chat	2.07000604884553	979	175.125846323471	23	4.04624540840667	7.95404362289362
3/5/2017	Agent_Level_1	Collections	Email	1.96055913109216	948	171.221765307149	23	2.78315940712521	930.300565260159
3/5/2017	Agent_Level_1	Collections	Phone	3.24422438267857	2292	117.192708617821	23	4.64140448405931	2.3772265162166
3/5/2017	Agent_Level_2	Collections	Chat	2.22879009063709	1031	171.267991716664	22	3.66947598340489	7.66727275262834
3/5/2017	Agent_Level_2	Collections	Email	1.21074749565443	637	150.63298629954	22	4.19727008049157	911.704375740309
3/5/2017	Agent_Level_2	Collections	Phone	3.54313296139855	2547	110.194816571749	22	4.57184693619223	1.58978978613321
3/5/2017	Agent_Level_3	Collections	Chat	1.53043679518942	225	196.123584449966	8	3.56992666661142	8.72842577635913
3/5/2017	Agent_Level_3	Collections	Email	1.99465294924854	346	166.219596626506	8	3.56440792833537	959.583117165605
3/5/2017	Agent_Level_3	Collections	Phone	1.6560574251062	426	111.961130670144	8	3.80190164070404	2.96981941273539
3/5/2017	Agent_Level_1	Others	Chat	2.08895462694061	1082	208.438357782778	30	2.66303523237564	9.05099553523716
3/5/2017	Agent_Level_1	Others	Email	2.02154522847226	1239	176.220075727755	30	3.42621947781844	1448.77898628276
3/5/2017	Agent_Level_1	Others	Phone	0.578323700691445	551	113.278807689819	30	4.08249143182373	5.72618328499463
3/5/2017	Agent_Level_2	Others	Chat	3.5106889187828	1234	204.76273296959	20	3.34476012299452	9.28556010124843
3/5/2017	Agent_Level_2	Others	Email	2.29652484551914	951	173.834268389136	20	4.73614109843115	1402.08267212963
3/5/2017	Agent_Level_2	Others	Phone	0.643115878003972	407	113.692158598249	20	3.22633736712485	4.96580640519029
3/5/2017	Agent_Level_3	Others	Chat	2.16029719469383	187	208.449667943736	5	2.94595151928483	10.3798006159597
3/5/2017	Agent_Level_3	Others	Email	2.40928546023457	257	168.562287114616	5	4.83333797685973	1425.14824791502
3/5/2017	Agent_Level_3	Others	Phone	1.1856291389148	191	111.650502036175	5	3.02294751929901	4.17043980825698
